topic,name,solution
Words,chiliastic,millenarian
Words,chiliomb,sacrifice of one thousand animals
Words,chilopod,multi-legged insect
Words,chimere,loose sleeveless robes worn by Anglican bishops
Words,chimerical,imaginary; fanciful
Words,chiminage,toll paid for going through a forest
Words,chinamania,obsession with collecting china
Words,chine,backbone and adjoining flesh of an animal
Words,chine,the intersection of the middle and sides of a boat
Words,chino,strong twilled cotton cloth
Words,chintz,glazed printed cotton fabric
Words,chionablepsia,snow blindness
Words,chiral,"of, like or pertaining to the hand or handedness"
Words,chirality,chemical property of structural handedness
Words,chirapsia,massage
Words,chirk,cheer
Words,chirm,collective term for goldfinches
Words,chirocosmetics,beautifying the hands; art of manicure
Words,chirocracy,government by physical force
Words,chirognomy,divination by studying the hands
Words,chirograph,written or signed document
Words,chirography,study of handwriting or penmanship
Words,chirogymnast,finger exercise machine for pianists
Words,chirology,study of the hands
Words,chiromancy,divination by means of palmistry
Words,chironomy,gesticulation or mime
Words,chiropody,medical science of feet
Words,chiropractic,treatment of disorders of the locomotor system and spinal column
Words,chiropterophilous,pollinated or frequented by bats
Words,chirosophy,knowledge of palm-reading
Words,chirospasm,writer's cramp
Words,chirotony,election by a show of hands
Words,chiru,straight-horned Tibetan antelope
Words,chital,Indian spotted deer
Words,chitarrone,long double-necked lute
Words,chlamydate,having a mantle or hood
Words,chlamys,horseman's loose cloak
Words,chlorochrous,green-coloured
Words,chlorometer,instrument for measuring amount of chlorine in a solution
Words,choanoid,shaped like a funnel
Words,chock,metal casting with curved arms for passing ropes for mooring ship
Words,choga,loose Afghan dressing-gown
Words,cholelithiasis,production of gall stones
Words,choliamb,verse with an iambus in the fifth place and a spondee in the sixth
Words,cholic,"of, like or pertaining to bile"
Words,choller,double chin
Words,chololith,gall stone
Words,chômage,work stoppage or slump
Words,chondrogenesis,production of cartilage
Words,chondroid,like or resembling cartilage
Words,choragus,leader of a choir or organizer of musical festivals
Words,chordee,"painful, downward-curving erection of the penis"
Words,choreomania,dancing mania or frenzy
Words,chorepiscopal,"of, like or pertaining to an early local bishop"
Words,choreutic,"of, like or pertaining to a chorus"
Words,chorisis,multiplication of parts by branching or splitting
Words,chorizont,one who disputes identity of authorship
Words,chorographer,one who maps or describes a region
Words,chorography,written work or treatise on a region or district
Words,chorology,science of the geographic description of anything
Words,chorometry,land surveying
Words,chouse,to cheat; to swindle
Words,chrematistic,"of, like or pertaining to the pursuit of wealth or to business"
Words,chrematistics,the study of wealth; political economy
Words,chrematophobia,fear of money
Words,chreotechnics,useful or practical trades or arts
Words,chrestomathic,"of, like or pertaining to useful knowledge"
Words,chrestomathy,anthology of passages used in learning languages
Words,chrism,consecrated or holy oil
Words,chrismation,sacrament of baptism in Eastern churches
Words,chrismatory,vessel for holding holy oil
Words,chrisom,white robe put on newly baptised child
Words,chrisomalis,the loser who wrote this damn list
Words,Christolatry,worship of Christ
Words,christophany,appearance of Christ to men
Words,chromatism,presence of abnormal coloration
Words,chromatocracy,government by rulers of a particular skin colour
Words,chromatograph,instrument for performing chromatographic separations
Words,chromatoptometer,instrument measuring eyes' sensitivity to colour
Words,chromolithography,art of printing in colour using stone
Words,chromophilous,staining easily
Words,chromoxylography,art of printing in colour using wood
Words,chronobiology,study of biological rhythms
Words,chronogram,inscription whose letters form a Roman numeral date
Words,chronograph,instrument for recording the moment of an event
Words,chronography,writing or written work describing chronological events
Words,chronomancy,divination by means of time
Words,chronopher,electrical instrument for transmitting time signals
Words,chronoscope,instrument for measuring very short time intervals
Words,chronostichon,chronogrammatic line or stanza
Words,chronosynchronicity,presentation of all stages of a person's life in a single piece of art
Words,chryselephantine,inlaid with gold and ivory
Words,chrysoaristocracy,government by the wealthy; plutocracy
Words,chrysochlorous,greenish-gold
Words,chrysocracy,government by the wealthy; plutocracy
Words,chrysography,writing in gold or silver letters
Words,chrysology,study of precious metals
Words,chrysophilist,gold-lover
Words,chrysopoetics,transmutation of substances into gold
Words,chrystocrene,rock formation resembling glacier
Words,chthonian,"of, like or pertaining to the earth or the underworld"
Words,chthonography,written description of soils
Words,chthonophagia,eating dirt
Words,chuckwalla,herbivorous desert-dwelling lizard
Words,churching,church ceremony given to women after childbirth
Words,churchism,devotion to church rules over religious precepts
Words,chyle,milky fluid secreted into blood by small intestine
Words,chyliferous,bearing chyle
Words,chyme,partially digested food
Words,chymiferous,bearing chyme
Words,chypre,mixture of resins used in making perfume
Words,cibarious,"of, like or pertaining to food; useful for food"
Words,cibation,taking food; feeding
Words,cibophobia,fear of or distaste for food
Words,ciborium,freestanding canopy to cover altar; vessel for holding eucharistic bread
Words,cicatrization,scarification; production of marks upon
Words,cicerone,guide; tour guide
Words,cicisbeo,male companion of a married woman
Words,ciconine,"of, like or pertaining to storks"
Words,cienega,marsh or swamp
Words,cilice,haircloth shirt worn as penance
Words,cillosis,spasm or twitch in the upper eyelid
Words,cimelia,treasures in storage
Words,cimeliarch,church vestry or treasury
Words,cimex,bedbug
Words,cimicide,substance used to kill bed-bugs
Words,cimier,crest of helmet; removable heraldic device or favour of courtly love
Words,cincture,to gird or surround; belt worn around ecclesiastical vestment
Words,cineast,one who takes artistic interest in motion pictures
Words,cinerarium,container for cremated ashes
Words,cinerary,"of, like or pertaining to ashes"
Words,cinerious,ashen; ash-grey
Words,cingular,shaped like a girdle or ring
Words,cingulum,girdle or girdle-like structure; priest's belt
Words,cinnabar,red crystalline mercuric sulfide pigment; deep red or scarlet colour
Words,cinque-pace,lively medieval dance with five steps
Words,ciplinarian,one who teaches disorder
Words,cipolin,white marble streaked with green
Words,cippus,small column used to mark burial location
Words,cippus,the stocks
Words,circa,about; around
Words,circadian,occurring every 24 hours
Words,circinate,ring-shaped; rolled inwards; spiralling
Words,circiter,about; around
Words,circuity,motion in a roundabout course
Words,circumambagious,roundabout in speech
Words,circumambient,going round about; encompassing
Words,circumaviate,to fly around
Words,circumbendibus,a roundabout way or expression
Words,circumcrescent,growing around; above or over
Words,circumduct,to cause to revolve around an imaginary axis
Words,circumflex,accent mark placed above vowel to indicate sound change
Words,circumforaneous,wandering about as from market to market
Words,circumforentor,surveyor's instrument used to measure angles
Words,circumfulgent,shining about or around
Words,circumfuse,to pour around or about
Words,circumincession,the reciprocal existence of three parts of the Trinity in each other
Words,circumjacent,bordering on every side
Words,circumlittoral,around or near the shore
Words,circumpose,to place around
Words,circumvallate,to surround with a rampart or fortification
Words,circumvolution,anything winding or sinuous
Words,cire,fabric with a glazed finish
Words,cirrate,having tendrils
Words,cirriped,barnacle or other parasitic crustacean
Words,ciselure,the art of chasing metal
Words,cismarine,on this or the near side of the ocean
Words,cismontane,on this or the near side of the mountains
Words,cispontine,on this or the near side of a bridge
Words,cist,tomb consisting of stone chest covered with stone slabs
Words,cisvestism,wearing strange or inappropriate clothes
Words,cithara,ancient Greek musical instrument like a lyre
Words,citigrade,moving quickly
Words,citreous,lemon-coloured; lemony
Words,citrine,dark greenish-yellow
Words,cittosis,abnormal desire for strange foods
Words,civet,long-tailed catlike carnivorous mammal with musk glands
Words,cladistics,taxonomic theory distinguishing by common ancestor
Words,cladogenesis,origin and evolution as if branching from common ancestor
Words,cladoptosis,annual shedding of twigs and branches
Words,cladose,branching; branched
Words,clamancy,urgency
Words,clamant,loud; insistent; urgent
Words,clangor,loud ringing noise or clang
Words,claptrap,showy language designed to gain praise; nonsense
Words,claque,group of hired applauders or sycophants
Words,clarence,four-wheeled carriage
Words,clarigate,to declare war formally
Words,classis,a group; governing body of Reformed churches
Words,clastic,able to be disassembled into its component parts
Words,clatfart,idle chatter; nonsense
Words,clathrate,shaped like a net or lattice
Words,clathrose,marked with latticed lines or grooves
Words,claudent,closing; ending; confining
Words,claudication,limpness; cramp-like pain
Words,claustral,cloistral; secluded; narrow-minded
Words,claustration,the act of shutting in a cloister
Words,claustrophobia,fear of closed spaces
Words,clavate,club-shaped
Words,claver,gossip
Words,claviature,keyboard
Words,clavichord,old keyboard stringed instrument
Words,clavicylinder,square keyboard instrument whose sound produced from a glass cylinder
Words,clavicymbal,old name for a harpsichord
Words,claviform,in the shape of a club
Words,clavigerous,club-bearing
Words,clavigerous,keeping keys
Words,claviole,keyed string instrument
